recipes_id,title,cook_time_minutes,ingredients,instructions,photo_url,prep_time_minutes,total_time_minutes,rating_stars,review_count
31,Michell Jenny's Challah,150,"['7/8 cup water', '1/2 tablespoon salt', '1/4 cup honey', '2 eggs', '1/4 cup butter, melted', '4 cups all-purpose flour', '2 teaspoons active dry yeast']","['Place water, salt, honey, eggs, melted butter or margarine, flour, and yeast in order given into the bread machine. Set the machine to Dough cycle, and start.', 'Remove dough from the machine after first rising. Divide dough into three or four equal pieces. Braid the pieces, and tuck the ends under; pinch to seal. Place on a greased baking tray. This bread can also be made in a 9 x 5 inch greased loaf pan. Allow to rise until doubled in size.', 'Preheat oven to 350 degrees F (175 degrees C).', 'Bake in preheated oven until the crust is a deep golden brown, about 35 to 45 minutes.']",http://images.media-allrecipes.com/userphotos/250x250/342995.jpg,35,185,4.73,76
32,Potato Bread I,0,"['3/4 cup water', '2/3 cup instant mashed potato flakes', '1 egg', '2 tablespoons margarine', '2 tablespoons white sugar', '1/4 cup dry milk powder', '1 teaspoon salt', '3 cups bread flour', '1 1/2 teaspoons active dry yeast']","['Add ingredients to bread machine in order suggested by the manufacturer. Add enough water to make a firm dough; use less if leftover potatoes are used.', 'Bake at regular bread cycle.']",http://images.media-allrecipes.com/userphotos/560x315/1363429.jpg,0,0,4.11,14
33,Delicious Pumpkin Bread,10,"['3 1/4 cups all-purpose flour', '3 cups white sugar', '2 teaspoons baking soda', '1 1/2 teaspoons salt', '1 teaspoon ground nutmeg', '1 teaspoon ground cinnamon', '2 cups solid pack pumpkin puree', '2/3 cup water', '1 cup vegetable oil', '4 eggs', '1/2 cup chopped walnuts (optional)']","['Grease and flour three 7 x 3 inch pans. Preheat oven to 350 degrees F (175 degrees C).', 'Measure flour, sugar, baking soda, salt, and spices into a large bowl. Stir to blend. Add pumpkin, water, vegetable oil, eggs, and nuts. Beat until well combined. Pour batter into prepared pans.', 'Bake for approximately 1 hour.']",http://images.media-allrecipes.com/userphotos/560x315/780123.jpg,60,70,4.75,537
34,Mom's Zucchini Bread,20,"['3 cups all-purpose flour', '1 teaspoon salt', '1 teaspoon baking soda', '1 teaspoon baking powder', '1 tablespoon ground cinnamon', '3 eggs', '1 cup vegetable oil', '2 1/4 cups white sugar', '3 teaspoons vanilla extract', '2 cups grated zucchini', '1 cup chopped walnuts']","['Grease and flour two 8 x 4 inch pans. Preheat oven to 325 degrees F (165 degrees C).', 'Sift flour, salt, baking powder, soda, and cinnamon together in a bowl.', 'Beat eggs, oil, vanilla, and sugar together in a large bowl. Add sifted ingredients to the creamed mixture, and beat well. Stir in zucchini and nuts until well combined. Pour batter into prepared pans.', 'Bake for 40 to 60 minutes, or until tester inserted in the center comes out clean. Cool in pan on rack for 20 minutes. Remove bread from pan, and completely cool.']",http://images.media-allrecipes.com/userphotos/560x315/1037957.jpg,60,100,4.76,6304
35,Cinnamon Cranraisin Bread,0,"['3/4 cup warm water', '1 egg, lightly beaten', '1 tablespoon margarine', '2 2/3 cups all-purpose flour', '3 tablespoons dry milk powder', '2 tablespoons white sugar', '2 teaspoons ground cinnamon', '1 teaspoon vanilla extract', '1 teaspoon salt', '1 1/2 teaspoons active dry yeast', '1/2 cup sweetened dried cranberries']","['Place warm water, egg, butter or margarine, flour, powdered milk, sugar, cinnamon, vanilla, salt, and yeast into the bread machine in the order suggested by the manufacturer. Start the machine.', 'After the first rise, add the dried cranberries. Continue baking.']",http://images.media-allrecipes.com/userphotos/250x250/40591.jpg,0,0,4.62,102
36,Molasses-Oat Bran Bread,0,"['1 (.25 ounce) package active dry yeast', '1 pinch white sugar', '1 cup warm water', '2 tablespoons butter, melted', '1/3 cup molasses', '1 cup oat bran', '3 cups whole wheat flour', '1/2 teaspoon salt', '1 tablespoon oat bran']","['In a large bowl, dissolve yeast and a pinch of sugar in warm water. Set aside to rest for about 5 minutes.', 'Mix butter or margarine and molasses into yeast. Add 1 cup oat bran, 2 cups flour, and salt. Stir, and add flour as needed to make dough stick together. When dough forms a ball, turn out onto a lightly floured surface. Knead for 8 to 10 minutes, adding flour as needed to make a slightly sticky and moist dough. Place in a buttered bowl, and turn to coat the surface. Cover with a damp cloth, and let rise until doubled in bulk, about 1 1/2 to 2 hours.', 'Punch down, and form into two round or oval loaves. Place on a greased baking sheet, and allow to rise 1 hour, or until loaves have doubled in size. Sprinkle 1 tablespoon oat bran on top of the loaves.', 'Bake in a preheated 350 degrees F (175 degrees C) oven for 35 to 45 minutes, or until the tops are a nice dark brown and the bottoms of the loaves sound hollow when tapped.']",http://images.media-allrecipes.com/userphotos/250x250/855219.jpg,0,0,3.88,14
37,Fabulous Homemade Bread,0,"['1/2 cup warm water', '3 (.25 ounce) packages active dry yeast', '1/4 cup bread flour', '1 tablespoon white sugar', '2 cups quick cooking oats', '2 cups whole wheat flour', '4 1/2 cups warm water', '1 1/2 tablespoons salt', '2/3 cup brown sugar', '2/3 cup vegetable oil', '10 cups bread flour']","['In the mixing bowl of an electric mixer, stir together 1/2 cup warm water, 1 tablespoon sugar, 1/4 cup bread flour, and yeast. Let grow for about 5 minutes. It will bubble almost immediately.', 'Measure oats, 4 1/2 cups warm water, whole wheat flour, salt, 2/3 cup sugar, and 2/3 cup oil into the mixing bowl. Mix on low speed with a dough hook for 1 to 2 minutes. Increase speed slightly, and begin adding bread flour 1/2 to 1 cup at a time until dough pulls away from sides of bowl. Humidity determines how much flour you need before the bread pulls away from the edge of the bowl. It is normal for the dough to be sticky.', 'Place dough in an oiled bowl, and turn to coat the surface. Cover with a damp cloth. Let rise in a warm spot for 1 hour, or until doubled in size.', 'Divide dough into 6 pieces. Shape loaves, and place in greased 8 x 4 inch pans. Let rise until dough is 1 inch above rim of pans, usually 1 hour.', 'Bake at 350 degrees F ( 175 degrees C) for 35 minutes, or until tops are browned. Let cool in pans for 10 minutes, and then turn out onto wire racks to cool completely.']",http://images.media-allrecipes.com/userphotos/560x315/1092454.jpg,0,0,4.75,507
38,Persimmon Bread I,0,"['2 eggs', '1 1/2 cups all-purpose flour', '3/4 cup white sugar', '1/2 teaspoon salt', '1/2 cup vegetable oil', '1 teaspoon ground cinnamon', '1 cup persimmon pulp', '1/2 cup chopped walnuts', '1 teaspoon baking soda', '1/2 cup raisins']","['Preheat oven to 325 degrees F (165 degrees C). Oil a 9 x 4 inch pan.', 'In a small bowl, combine flour, cinnamon, salt, nuts, and raisins.', 'In a large bowl, blend eggs, sugar, and oil. Mix baking soda into pulp, and add to sugar mixture. Fold in flour mixture. Pour batter into prepared pan.', 'Bake for 75 minutes, or until tester inserted in the center comes out clean.']",http://images.media-allrecipes.com/userphotos/560x315/1690519.jpg,0,0,4.6,84
39,Cinnamon Carrot Bread,0,"['3/4 cup white sugar', '1/4 cup packed brown sugar', '3/4 cup sunflower seed oil', '2 cups all-purpose flour', '2 teaspoons baking powder', '1 teaspoon baking soda', '1 teaspoon ground cinnamon', '2 eggs', '1 pinch salt', '1 cup grated carrots', '1/2 cup chopped pecans', '1/2 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 Degrees C). Grease and flour a 9 x 5 inch loaf pan.', 'In a large bowl, beat together the sugars and sunflower oil. Sift flour, baking powder, baking soda, cinnamon, and salt into the bowl while stirring occasionally. Beat the eggs together, and gradually stir into the batter until everything is combined. Mix in carrots, pecans, and vanilla until well combined. Pour batter into prepared pan.', 'Bake on middle rack for 60 minutes, or until it tests done. Cool in pan for 10 minutes, and then turn out onto wire rack to cool completely.']",http://images.media-allrecipes.com/userphotos/560x315/1425213.jpg,0,0,4.17,91
40,Strawberry Bread II,0,"['1/2 cup butter, softened', '1 cup white sugar', '2 eggs, separated', '2 cups all-purpose flour', '1 teaspoon baking powder', '1 teaspoon baking soda', '1/2 teaspoon almond extract', '1 (10 ounce) package frozen strawberries - thawed, drained and juice reserved']","['Lightly grease a 9 x 5 inch glass loaf pan, and line with greased waxed paper. Preheat oven to 350 degrees F (175 Degrees C).', 'In a large bowl, cream together butter or margarine, sugar, and almond extract. Separate eggs, and beat in egg yolks one at a time until light and fluffy. Sift flour, baking powder and soda into creamed mixture, and mix thoroughly. Stir in 1/4 cup strawberry juice. Fold in strawberries.', 'In another bowl, beat egg whites until stiff. Fold into strawberry batter. Turn batter into prepared pan. Lightly drop pan to pop any air bubbles.', 'Bake for 50 to 60 minutes, or until tester inserted in the center comes out clean. Cool for 15 minutes in the pan, and then cool completely on a wire rack before slicing.']",http://images.media-allrecipes.com/userphotos/560x315/712001.jpg,0,0,4.29,16
41,Alienated Blueberry Muffins,15,"['2 cups fresh blueberries', '1/4 cup all-purpose flour', '2 cups all-purpose flour', '4 teaspoons baking powder', '1 teaspoon salt', '1/4 cup margarine', '1 1/2 cups white sugar', '2 eggs', '1 teaspoon vanilla extract', '1 cup milk']","['Preheat oven to 375 degrees F (190 degrees C). Grease muffins tins, or line cups with paper liners.', 'Sprinkle 1/4 cup flour over blueberries, and stir to coat berries thoroughly.', 'In a small bowl, whisk together 2 cups flour, baking powder and salt.', 'In a large bowl, cream margarine, and gradually mix in sugar. Beat eggs, and stir into creamed mixture along with vanilla. Stir in milk alternately with flour mixture, mixing well after each addition. Fold in berries. Fill muffin cups 2/3 full with batter.', 'Bake for 25 minutes.']",http://images.media-allrecipes.com/userphotos/250x250/104519.jpg,25,40,3.97,292
42,Yummy Lemon Bread,0,"['6 tablespoons butter, melted', '1 cup white sugar', '1/2 cup milk', '2 eggs', '1 1/2 cups all-purpose flour', '1 teaspoon baking powder', '1 tablespoon grated lemon zest', '1/2 cup chopped walnuts', '2 tablespoons lemon juice', ""2 tablespoons confectioners' sugar""]","['Generously grease a 9 x 5 inch loaf pan. Preheat oven to 350 degrees F (175 degrees C).', 'In a large bowl, combine melted butter or margarine and sugar. Add eggs, and mix until light and fluffy. Add milk, baking powder, lemon rind, and chopped nuts. Mix well. Sift flour, and gradually add to mixture; mix to just combine.', 'Bake for 50 to 60 minutes, or until tester inserted in the center comes out clean.', ""While bread is baking, combine lemon juice and confectioners' sugar in small dish. Stir well before using. Immediately upon removing bread from oven, place pan on a cooling rack. Using a large fork, poke holes all over the bread. Pour lemon juice mixture over the top of the bread. Cool for 15 minutes, and then remove from pan.""]",http://images.media-allrecipes.com/userphotos/560x315/4513559.jpg,0,0,4.43,25
43,Nick's Favorite Cherry Pecan Bread,0,"['1/2 cup margarine', '3/4 cup white sugar', '2 eggs', '1 cup buttermilk', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 teaspoon vanilla extract', '2 cups all-purpose flour', '1 (10 ounce) jar maraschino cherries, drained and chopped', '1 cup chopped pecans']","['Preheat oven to 350 degrees F (175 degrees C). Grease a 9 x 5 inch loaf pan.', 'In a large bowl, cream butter or margarine and sugar together. Add eggs, and continue mixing until light and fluffy. Add baking soda, salt, and vanilla; mix thoroughly. Alternately add buttermilk and flour to the creamed mixture, mixing only enough to hold ingredients together. Fold in cherries and nuts, mixing lightly. Turn batter into prepared pan.', 'Bake for 50 to 60 minutes, or until bread tests done. Cool completely before slicing.']",http://images.media-allrecipes.com/userphotos/560x315/1025280.jpg,0,0,4.36,26
44,Swedish Rye Bread I,0,"['1 1/2 (0.6 ounce) cakes compressed fresh yeast', '1 1/2 cups warm water', '1 1/2 cups warm milk', '1 tablespoon salt', '6 cups bread flour', '1/4 cup molasses', '1 cup packed brown sugar', '1/3 cup melted shortening', '3 cups rye flour']","['Dissolve yeast in warm water.', 'Scald milk. Transfer milk to a large bowl, and add salt, molasses, brown sugar, and melted shortening. Cool to lukewarm, and add dissolved yeast. Add rye flour, beating with mixer. Gradually beat in white flour. Place dough in a greased bowl, and turn to coat the surface. Cover with a damp towel, and allow to rise till double in bulk in a warm place.', 'Punch down the dough, and place on a lightly floured board. Knead until dough becomes elastic, and does not stick to the board. Allow to rest for 5 minutes. Divide into 3 equal portions, and shape into loaves. Place in greased 9 x 5 inch bread pans. Let rise until double in bulk.', 'Bake at 375 degrees F (190 degrees C) for 35 to 40 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/970576.jpg,0,0,4.55,28
45,Bran Muffins I,0,"['2 cups raisin bran cereal', '4 cups whole bran cereal', '2 cups boiling water', '1 cup shortening', '3 cups white sugar', '4 eggs', '4 cups buttermilk', '5 cups all-purpose flour', '5 teaspoons baking soda', '1 1/2 teaspoons salt']","['Mix cereal and boiling water together in a metal bowl, and allow to cool.', ""Cream shortening, sugar, and eggs in a large bowl. Add buttermilk and cooled cereal mixture. Combine flour, baking soda, and salt; stir into the creamed mixture until flour is moistened. Batter should be lumpy. Put batter into a one gallon wide mouth jar. When using mix, use a ladle to get batter out of the jar; don't mix or stir."", 'When ready to use, spoon batter into muffin tins. Bake at 375 degrees F (195 degrees C) for approximately 15 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/4460499.jpg,0,0,4.59,49
